Title,Artist,Rank,Weeks,PeakPos,Date
Scars To Your Beautiful,Alessia Cara,22,43,8,2016-11-26
Don't Let Me Down,The Chainsmokers Featuring Daya,23,52,3,2016-11-26
Gold,Kiiara,24,27,13,2016-11-26
Unsteady,X Ambassadors,25,34,20,2016-11-26
Blue Ain't Your Color,Keith Urban,26,21,24,2016-11-26
This Is What You Came For,Calvin Harris Featuring Rihanna,27,32,3,2016-11-26
Ride,twenty one pilots,28,39,5,2016-11-26
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,29,26,29,2016-11-26
May We All,Florida Georgia Line Featuring Tim McGraw,30,20,30,2016-11-26
In The Name Of Love,Martin Garrix & Bebe Rexha,31,23,24,2016-11-26
One Dance,Drake Featuring WizKid & Kyla,32,36,1,2016-11-26
Send My Love (To Your New Lover),Adele,33,27,8,2016-11-26
Needed Me,Rihanna,34,45,7,2016-11-26
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",35,22,15,2016-11-26
Tiimmy Turner,Desiigner,36,20,34,2016-11-26
X,21 Savage & Metro Boomin Featuring Future,37,21,36,2016-11-26
"Sit Still, Look Pretty",Daya,38,24,28,2016-11-26
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",39,20,27,2016-11-26
Luv,Tory Lanez,40,22,19,2016-11-26
Panda,Desiigner,41,40,1,2016-11-26
All Time Low,Jon Bellion,42,22,16,2016-11-26
Sneakin',Drake Featuring 21 Savage,43,14,28,2016-11-26
We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,44,24,9,2016-11-26
Too Good,Drake Featuring Rihanna,45,29,14,2016-11-26
No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,46,26,43,2016-11-26
Middle Of A Memory,Cole Swindell,47,20,46,2016-11-26
Setting The World On Fire,Kenny Chesney Featuring P!nk,48,20,29,2016-11-26
1 Night,Lil Yachty,49,20,49,2016-11-26
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,50,20,43,2016-11-26
Sleep Without You,Brett Young,51,18,47,2016-11-26
A Little More Summertime,Jason Aldean,52,13,52,2016-11-26
Better Man,Little Big Town,53,20,34,2016-11-26
Move,Luke Bryan,54,14,50,2016-11-26
My Way,Calvin Harris,55,10,24,2016-11-26
Come And See Me,PARTYNEXTDOOR Featuring Drake,56,24,55,2016-11-26
No Heart,21 Savage & Metro Boomin,57,19,43,2016-11-26
Mercy,Shawn Mendes,58,32,15,2016-11-26
You Was Right,Lil Uzi Vert,59,28,40,2016-11-26
All We Know,The Chainsmokers Featuring Phoebe Ryan,60,16,18,2016-11-26
Bounce Back,Big Sean,61,28,6,2016-11-26
Money Longer,Lil Uzi Vert,62,22,54,2016-11-26
Song For Another Time,Old Dominion,63,18,59,2016-11-26
This Town,Niall Horan,64,22,20,2016-11-26
Love On The Brain,Rihanna,65,31,5,2016-11-26
Love Me Now,John Legend,66,19,23,2016-11-26
Fade,Kanye West,67,13,47,2016-11-26
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,68,20,50,2016-11-26
No Limit,Usher Featuring Young Thug,69,20,32,2016-11-26
Vice,Miranda Lambert,70,19,47,2016-11-26
Setting Fires,The Chainsmokers Featuring XYLO,71,2,71,2016-11-26
Dirty Laundry,Carrie Underwood,72,16,48,2016-11-26
Bad Things,Machine Gun Kelly x Camila Cabello,73,23,4,2016-11-26
Wanna Be That Song,Brett Eldredge,74,20,46,2016-11-26
Fresh Eyes,Andy Grammer,75,18,59,2016-11-26
Look Alive,Rae Sremmurd,76,6,72,2016-11-26
Key To The Streets,YFN Lucci Featuring Migos & Trouble,77,11,70,2016-11-26
HandClap,Fitz And The Tantrums,78,20,53,2016-11-26
Litty,Meek Mill Featuring Tory Lanez,79,4,49,2016-11-26
Say You Won't Let Go,James Arthur,80,52,11,2016-11-26
Hallelujah,Pentatonix,81,11,23,2016-11-26
PPAP (Pen-Pineapple-Apple-Pen),PIKOTARO,82,4,77,2016-11-26
Ain't My Fault,Zara Larsson,83,7,76,2016-11-26
What They Want,Russ,84,8,83,2016-11-26
Capsize,Frenship & Emily Warren,85,10,78,2016-11-26
It Don't Hurt Like It Used To,Billy Currington,86,17,44,2016-11-26
Selfish,PnB Rock,87,19,51,2016-11-26
How I'll Always Be,Tim McGraw,88,12,70,2016-11-26
Star Of The Show,Thomas Rhett,89,19,45,2016-11-26
My Sh*t,A Boogie Wit da Hoodie,90,12,86,2016-11-26
80s Mercedes,Maren Morris,91,13,74,2016-11-26
I Know Somebody,LOCASH,92,11,52,2016-11-26
All Eyez,The Game Featuring Jeremih,93,5,79,2016-11-26
Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",94,14,77,2016-11-26
"Wat U Mean (Aye, Aye, Aye)",Dae Dae,95,17,66,2016-11-26
Million Reasons,Lady Gaga,96,20,4,2016-11-26
Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis,97,4,95,2016-11-26
Kill A Word,Eric Church Featuring Rhiannon Giddens,98,15,71,2016-11-26
Hold Up,Beyonce,99,14,13,2016-11-26
Gangsta,Kehlani,100,12,41,2016-11-26
Closer,The Chainsmokers Featuring Halsey,1,52,1,2016-11-19
Starboy,The Weeknd Featuring Daft Punk,2,30,1,2016-11-19
Heathens,twenty one pilots,3,39,2,2016-11-19
Let Me Love You,DJ Snake Featuring Justin Bieber,4,33,4,2016-11-19
Broccoli,D.R.A.M. Featuring Lil Yachty,5,37,5,2016-11-19
Side To Side,Ariana Grande Featuring Nicki Minaj,6,28,4,2016-11-19
24K Magic,Bruno Mars,7,41,4,2016-11-19
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,8,21,5,2016-11-19
Black Beatles,Rae Sremmurd Featuring Gucci Mane,9,27,1,2016-11-19
Fake Love,Drake,10,25,8,2016-11-19
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,11,27,6,2016-11-19
Cold Water,Major Lazer Featuring Justin Bieber & MO,12,27,2,2016-11-19
I Hate U I Love U,gnash Featuring Olivia O'Brien,13,39,10,2016-11-19
Treat You Better,Shawn Mendes,14,39,6,2016-11-19
Cheap Thrills,Sia Featuring Sean Paul,15,52,1,2016-11-19
Gold,Kiiara,16,27,13,2016-11-19
Don't Let Me Down,The Chainsmokers Featuring Daya,17,52,3,2016-11-19
Starving,Hailee Steinfeld & Grey Featuring Zedd,18,29,12,2016-11-19
OOOUUU,Young M.A,19,20,19,2016-11-19
The Greatest,Sia Featuring Kendrick Lamar,20,23,18,2016-11-19
Caroline,Amine,21,28,11,2016-11-19
Can't Stop The Feeling!,Justin Timberlake,22,52,1,2016-11-19
This Is What You Came For,Calvin Harris Featuring Rihanna,23,32,3,2016-11-19
Scars To Your Beautiful,Alessia Cara,24,43,8,2016-11-19
Blue Ain't Your Color,Keith Urban,25,21,24,2016-11-19
Ride,twenty one pilots,26,39,5,2016-11-19
Unsteady,X Ambassadors,27,34,20,2016-11-19
Sneakin',Drake Featuring 21 Savage,28,14,28,2016-11-19
Setting The World On Fire,Kenny Chesney Featuring P!nk,29,20,29,2016-11-19
One Dance,Drake Featuring WizKid & Kyla,30,36,1,2016-11-19
Send My Love (To Your New Lover),Adele,31,27,8,2016-11-19
Needed Me,Rihanna,32,45,7,2016-11-19
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",33,22,15,2016-11-19
Luv,Tory Lanez,34,22,19,2016-11-19
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,35,26,29,2016-11-19
"Sit Still, Look Pretty",Daya,36,24,28,2016-11-19
Too Good,Drake Featuring Rihanna,37,29,14,2016-11-19
Tiimmy Turner,Desiigner,38,20,34,2016-11-19
In The Name Of Love,Martin Garrix & Bebe Rexha,39,23,24,2016-11-19
May We All,Florida Georgia Line Featuring Tim McGraw,40,20,30,2016-11-19
Hymn For The Weekend,Coldplay,41,23,25,2016-11-19
My Way,Calvin Harris,42,10,24,2016-11-19
Panda,Desiigner,43,40,1,2016-11-19
We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,44,24,9,2016-11-19
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",45,20,27,2016-11-19
No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,46,26,43,2016-11-19
X,21 Savage & Metro Boomin Featuring Future,47,21,36,2016-11-19
Middle Of A Memory,Cole Swindell,48,20,46,2016-11-19
Litty,Meek Mill Featuring Tory Lanez,49,4,49,2016-11-19
Move,Luke Bryan,50,14,50,2016-11-19
1 Night,Lil Yachty,51,20,49,2016-11-19
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,52,20,43,2016-11-19
All Time Low,Jon Bellion,53,22,16,2016-11-19
Better Man,Little Big Town,54,20,34,2016-11-19
A Little More Summertime,Jason Aldean,55,13,52,2016-11-19
Sleep Without You,Brett Young,56,18,47,2016-11-19
Million Reasons,Lady Gaga,57,20,4,2016-11-19
Vice,Miranda Lambert,58,19,47,2016-11-19
All We Know,The Chainsmokers Featuring Phoebe Ryan,59,16,18,2016-11-19
Money Longer,Lil Uzi Vert,60,22,54,2016-11-19
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,61,20,50,2016-11-19
No Limit,Usher Featuring Young Thug,62,20,32,2016-11-19
Come And See Me,PARTYNEXTDOOR Featuring Drake,63,24,55,2016-11-19
Fade,Kanye West,64,13,47,2016-11-19
This Town,Niall Horan,65,22,20,2016-11-19
Song For Another Time,Old Dominion,66,18,59,2016-11-19
You Was Right,Lil Uzi Vert,67,28,40,2016-11-19
Froze,Meek Mill Featuring Lil Uzi Vert & Nicki Minaj,68,1,68,2016-11-19
Dirty Laundry,Carrie Underwood,69,16,48,2016-11-19
Offended,Meek Mill Featuring Young Thug & 21 Savage,70,1,70,2016-11-19
No Heart,21 Savage & Metro Boomin,71,19,43,2016-11-19
Wanna Be That Song,Brett Eldredge,72,20,46,2016-11-19
"Two Birds, One Stone",Drake,73,1,73,2016-11-19
Love On The Brain,Rihanna,74,31,5,2016-11-19
On The Regular,Meek Mill,75,1,75,2016-11-19
Key To The Streets,YFN Lucci Featuring Migos & Trouble,76,11,70,2016-11-19
Hallelujah,Pentatonix,77,11,23,2016-11-19
HandClap,Fitz And The Tantrums,78,20,53,2016-11-19
Fresh Eyes,Andy Grammer,79,18,59,2016-11-19
Mercy,Shawn Mendes,80,32,15,2016-11-19
It Don't Hurt Like It Used To,Billy Currington,81,17,44,2016-11-19
I Know Somebody,LOCASH,82,11,52,2016-11-19
Capsize,Frenship & Emily Warren,83,10,78,2016-11-19
The Difference,Meek Mill Featuring Quavo,84,1,84,2016-11-19
Say You Won't Let Go,James Arthur,85,52,11,2016-11-19
Shout Out To My Ex,Little Mix,86,3,69,2016-11-19
All Eyez,The Game Featuring Jeremih,87,5,79,2016-11-19
Star Of The Show,Thomas Rhett,88,19,45,2016-11-19
How I'll Always Be,Tim McGraw,89,12,70,2016-11-19
Ain't My Fault,Zara Larsson,90,7,76,2016-11-19
Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",91,14,77,2016-11-19
80s Mercedes,Maren Morris,92,13,74,2016-11-19
Blue Notes,Meek Mill,93,1,93,2016-11-19
My Sh*t,A Boogie Wit da Hoodie,94,12,86,2016-11-19
What They Want,Russ,95,8,83,2016-11-19
Chantaje,Shakira Featuring Maluma,96,18,51,2016-11-19
Blessed Up,Meek Mill,97,1,97,2016-11-19
Love Me Now,John Legend,98,19,23,2016-11-19
"Wat U Mean (Aye, Aye, Aye)",Dae Dae,99,17,66,2016-11-19
Cool Girl,Tove Lo,100,5,84,2016-11-19
Closer,The Chainsmokers Featuring Halsey,1,52,1,2016-11-12
Starboy,The Weeknd Featuring Daft Punk,2,30,1,2016-11-12
Heathens,twenty one pilots,3,39,2,2016-11-12
Let Me Love You,DJ Snake Featuring Justin Bieber,4,33,4,2016-11-12
Broccoli,D.R.A.M. Featuring Lil Yachty,5,37,5,2016-11-12
24K Magic,Bruno Mars,6,41,4,2016-11-12
Side To Side,Ariana Grande Featuring Nicki Minaj,7,28,4,2016-11-12
Cold Water,Major Lazer Featuring Justin Bieber & MO,8,27,2,2016-11-12
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,9,21,5,2016-11-12
I Hate U I Love U,gnash Featuring Olivia O'Brien,10,39,10,2016-11-12
Treat You Better,Shawn Mendes,11,39,6,2016-11-12
Cheap Thrills,Sia Featuring Sean Paul,12,52,1,2016-11-12
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,13,27,6,2016-11-12
Starving,Hailee Steinfeld & Grey Featuring Zedd,14,29,12,2016-11-12
Gold,Kiiara,15,27,13,2016-11-12
Black Beatles,Rae Sremmurd Featuring Gucci Mane,16,27,1,2016-11-12
Don't Let Me Down,The Chainsmokers Featuring Daya,17,52,3,2016-11-12
This Is What You Came For,Calvin Harris Featuring Rihanna,18,32,3,2016-11-12
The Greatest,Sia Featuring Kendrick Lamar,19,23,18,2016-11-12
Ride,twenty one pilots,20,39,5,2016-11-12
Can't Stop The Feeling!,Justin Timberlake,21,52,1,2016-11-12
OOOUUU,Young M.A,22,20,19,2016-11-12
One Dance,Drake Featuring WizKid & Kyla,23,36,1,2016-11-12
Fake Love,Drake,24,25,8,2016-11-12
Caroline,Amine,25,28,11,2016-11-12
Send My Love (To Your New Lover),Adele,26,27,8,2016-11-12
Unsteady,X Ambassadors,27,34,20,2016-11-12
Needed Me,Rihanna,28,45,7,2016-11-12
Luv,Tory Lanez,29,22,19,2016-11-12
Scars To Your Beautiful,Alessia Cara,30,43,8,2016-11-12
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",31,22,15,2016-11-12
Hallelujah,Pentatonix,32,11,23,2016-11-12
Too Good,Drake Featuring Rihanna,33,29,14,2016-11-12
"Sit Still, Look Pretty",Daya,34,24,28,2016-11-12
We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,35,24,9,2016-11-12
Hymn For The Weekend,Coldplay,36,23,25,2016-11-12
Tiimmy Turner,Desiigner,37,20,34,2016-11-12
Sneakin',Drake Featuring 21 Savage,38,14,28,2016-11-12
Setting The World On Fire,Kenny Chesney Featuring P!nk,39,20,29,2016-11-12
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,40,26,29,2016-11-12
My Way,Calvin Harris,41,10,24,2016-11-12
Blue Ain't Your Color,Keith Urban,42,21,24,2016-11-12
Panda,Desiigner,43,40,1,2016-11-12
In The Name Of Love,Martin Garrix & Bebe Rexha,44,23,24,2016-11-12
Into You,Ariana Grande,45,24,13,2016-11-12
No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,46,26,43,2016-11-12
May We All,Florida Georgia Line Featuring Tim McGraw,47,20,30,2016-11-12
Middle Of A Memory,Cole Swindell,48,20,46,2016-11-12
Controlla,Drake,49,26,16,2016-11-12
X,21 Savage & Metro Boomin Featuring Future,50,21,36,2016-11-12
Move,Luke Bryan,51,14,50,2016-11-12
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",52,20,27,2016-11-12
1 Night,Lil Yachty,53,20,49,2016-11-12
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,54,20,43,2016-11-12
All We Know,The Chainsmokers Featuring Phoebe Ryan,55,16,18,2016-11-12
No Limit,Usher Featuring Young Thug,56,20,32,2016-11-12
Million Reasons,Lady Gaga,57,20,4,2016-11-12
All Time Low,Jon Bellion,58,22,16,2016-11-12
I Know Somebody,LOCASH,59,11,52,2016-11-12
A Little More Summertime,Jason Aldean,60,13,52,2016-11-12
Come And See Me,PARTYNEXTDOOR Featuring Drake,61,24,55,2016-11-12
Sleep Without You,Brett Young,62,18,47,2016-11-12
Money Longer,Lil Uzi Vert,63,22,54,2016-11-12
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,64,20,50,2016-11-12
Fade,Kanye West,65,13,47,2016-11-12
A-YO,Lady Gaga,66,1,66,2016-11-12
Vice,Miranda Lambert,67,19,47,2016-11-12
This Town,Niall Horan,68,22,20,2016-11-12
Shout Out To My Ex,Little Mix,69,3,69,2016-11-12
You Was Right,Lil Uzi Vert,70,28,40,2016-11-12
It Don't Hurt Like It Used To,Billy Currington,71,17,44,2016-11-12
Song For Another Time,Old Dominion,72,18,59,2016-11-12
Key To The Streets,YFN Lucci Featuring Migos & Trouble,73,11,70,2016-11-12
Fresh Eyes,Andy Grammer,74,18,59,2016-11-12
HandClap,Fitz And The Tantrums,75,20,53,2016-11-12
Wanna Be That Song,Brett Eldredge,76,20,46,2016-11-12
Dirty Laundry,Carrie Underwood,77,16,48,2016-11-12
Perfect Illusion,Lady Gaga,78,6,15,2016-11-12
Say It,Flume Featuring Tove Lo,79,4,60,2016-11-12
Love On The Brain,Rihanna,80,31,5,2016-11-12
Capsize,Frenship & Emily Warren,81,10,78,2016-11-12
Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",82,14,77,2016-11-12
Mercy,Shawn Mendes,83,32,15,2016-11-12
All Eyez,The Game Featuring Jeremih,84,5,79,2016-11-12
No Heart,21 Savage & Metro Boomin,85,19,43,2016-11-12
Ain't My Fault,Zara Larsson,86,7,76,2016-11-12
"Wat U Mean (Aye, Aye, Aye)",Dae Dae,87,17,66,2016-11-12
This Girl,Kungs vs Cookin' On 3 Burners,88,14,26,2016-11-12
How I'll Always Be,Tim McGraw,89,12,70,2016-11-12
Hold Up,Beyonce,90,14,13,2016-11-12
Why You Always Hatin?,YG Featuring Drake & Kamaiyah,91,18,62,2016-11-12
My Sh*t,A Boogie Wit da Hoodie,92,12,86,2016-11-12
80s Mercedes,Maren Morris,93,13,74,2016-11-12
CRZY,Kehlani,94,5,85,2016-11-12
Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis,95,4,95,2016-11-12
Lockjaw,French Montana Featuring Kodak Black,96,13,73,2016-11-12
You & Me,Marc E. Bassy Featuring G-Eazy,97,16,58,2016-11-12
Goosebumps,Travis Scott,98,34,32,2016-11-12
What They Want,Russ,99,8,83,2016-11-12
Say You Won't Let Go,James Arthur,100,52,11,2016-11-12
Closer,The Chainsmokers Featuring Halsey,1,52,1,2016-11-05
Starboy,The Weeknd Featuring Daft Punk,2,30,1,2016-11-05
Heathens,twenty one pilots,3,39,2,2016-11-05
Let Me Love You,DJ Snake Featuring Justin Bieber,4,33,4,2016-11-05
Broccoli,D.R.A.M. Featuring Lil Yachty,5,37,5,2016-11-05
24K Magic,Bruno Mars,6,41,4,2016-11-05
Cold Water,Major Lazer Featuring Justin Bieber & MO,7,27,2,2016-11-05
Side To Side,Ariana Grande Featuring Nicki Minaj,8,28,4,2016-11-05
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,9,27,6,2016-11-05
Treat You Better,Shawn Mendes,10,39,6,2016-11-05
I Hate U I Love U,gnash Featuring Olivia O'Brien,11,39,10,2016-11-05
Cheap Thrills,Sia Featuring Sean Paul,12,52,1,2016-11-05
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,13,21,5,2016-11-05
Gold,Kiiara,14,27,13,2016-11-05
Don't Let Me Down,The Chainsmokers Featuring Daya,15,52,3,2016-11-05
Ride,twenty one pilots,16,39,5,2016-11-05
This Is What You Came For,Calvin Harris Featuring Rihanna,17,32,3,2016-11-05
Starving,Hailee Steinfeld & Grey Featuring Zedd,18,29,12,2016-11-05
Can't Stop The Feeling!,Justin Timberlake,19,52,1,2016-11-05
Luv,Tory Lanez,20,22,19,2016-11-05
OOOUUU,Young M.A,21,20,19,2016-11-05
Black Beatles,Rae Sremmurd Featuring Gucci Mane,22,27,1,2016-11-05
One Dance,Drake Featuring WizKid & Kyla,23,36,1,2016-11-05
Send My Love (To Your New Lover),Adele,24,27,8,2016-11-05
The Greatest,Sia Featuring Kendrick Lamar,25,23,18,2016-11-05
Needed Me,Rihanna,26,45,7,2016-11-05
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",27,22,15,2016-11-05
Too Good,Drake Featuring Rihanna,28,29,14,2016-11-05
We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,29,24,9,2016-11-05
Unsteady,X Ambassadors,30,34,20,2016-11-05
Hymn For The Weekend,Coldplay,31,23,25,2016-11-05
Caroline,Amine,32,28,11,2016-11-05
"Sit Still, Look Pretty",Daya,33,24,28,2016-11-05
Tiimmy Turner,Desiigner,34,20,34,2016-11-05
My Way,Calvin Harris,35,10,24,2016-11-05
Scars To Your Beautiful,Alessia Cara,36,43,8,2016-11-05
Setting The World On Fire,Kenny Chesney Featuring P!nk,37,20,29,2016-11-05
Panda,Desiigner,38,40,1,2016-11-05
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,39,26,29,2016-11-05
Blue Ain't Your Color,Keith Urban,40,21,24,2016-11-05
Into You,Ariana Grande,41,24,13,2016-11-05
In The Name Of Love,Martin Garrix & Bebe Rexha,42,23,24,2016-11-05
No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,43,26,43,2016-11-05
All We Know,The Chainsmokers Featuring Phoebe Ryan,44,16,18,2016-11-05
Controlla,Drake,45,26,16,2016-11-05
Middle Of A Memory,Cole Swindell,46,20,46,2016-11-05
For Free,DJ Khaled Featuring Drake,47,20,13,2016-11-05
No Limit,Usher Featuring Young Thug,48,20,32,2016-11-05
Work From Home,Fifth Harmony Featuring Ty Dolla $ign,49,34,4,2016-11-05
May We All,Florida Georgia Line Featuring Tim McGraw,50,20,30,2016-11-05
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,51,20,43,2016-11-05
1 Night,Lil Yachty,52,20,49,2016-11-05
Move,Luke Bryan,53,14,50,2016-11-05
X,21 Savage & Metro Boomin Featuring Future,54,21,36,2016-11-05
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",55,20,27,2016-11-05
I Know Somebody,LOCASH,56,11,52,2016-11-05
A Little More Summertime,Jason Aldean,57,13,52,2016-11-05
Money Longer,Lil Uzi Vert,58,22,54,2016-11-05
All Time Low,Jon Bellion,59,22,16,2016-11-05
Come And See Me,PARTYNEXTDOOR Featuring Drake,60,24,55,2016-11-05
Sleep Without You,Brett Young,61,18,47,2016-11-05
It Don't Hurt Like It Used To,Billy Currington,62,17,44,2016-11-05
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,63,20,50,2016-11-05
Fade,Kanye West,64,13,47,2016-11-05
This Town,Niall Horan,65,22,20,2016-11-05
Vice,Miranda Lambert,66,19,47,2016-11-05
HandClap,Fitz And The Tantrums,67,20,53,2016-11-05
False Alarm,The Weeknd,68,4,55,2016-11-05
Song For Another Time,Old Dominion,69,18,59,2016-11-05
Key To The Streets,YFN Lucci Featuring Migos & Trouble,70,11,70,2016-11-05
You Was Right,Lil Uzi Vert,71,28,40,2016-11-05
Blow Your Mind (Mwah),Dua Lipa,72,1,72,2016-11-05
Dirty Laundry,Carrie Underwood,73,16,48,2016-11-05
Fresh Eyes,Andy Grammer,74,18,59,2016-11-05
This Girl,Kungs vs Cookin' On 3 Burners,75,14,26,2016-11-05
Wanna Be That Song,Brett Eldredge,76,20,46,2016-11-05
Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",77,14,77,2016-11-05
Capsize,Frenship & Emily Warren,78,10,78,2016-11-05
All Eyez,The Game Featuring Jeremih,79,5,79,2016-11-05
Bad Things,Machine Gun Kelly x Camila Cabello,80,23,4,2016-11-05
"Wat U Mean (Aye, Aye, Aye)",Dae Dae,81,17,66,2016-11-05
Hold Up,Beyonce,82,14,13,2016-11-05
Different For Girls,Dierks Bentley Featuring Elle King,83,20,42,2016-11-05
Mercy,Shawn Mendes,84,32,15,2016-11-05
Ain't My Fault,Zara Larsson,85,7,76,2016-11-05
THat Part,ScHoolboy Q Featuring Kanye West,86,20,40,2016-11-05
CRZY,Kehlani,87,5,85,2016-11-05
Why You Always Hatin?,YG Featuring Drake & Kamaiyah,88,18,62,2016-11-05
All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,89,18,24,2016-11-05
Gangsta,Kehlani,90,12,41,2016-11-05
Rock On,Tucker Beathard,91,10,62,2016-11-05
You & Me,Marc E. Bassy Featuring G-Eazy,92,16,58,2016-11-05
Alone,Marshmello,93,10,60,2016-11-05
I Met A Girl,William Michael Morgan,94,9,60,2016-11-05
80s Mercedes,Maren Morris,95,13,74,2016-11-05
I Got The Keys,DJ Khaled Featuring Jay Z & Future,96,17,30,2016-11-05
Lockjaw,French Montana Featuring Kodak Black,97,13,73,2016-11-05
My Sh*t,A Boogie Wit da Hoodie,98,12,86,2016-11-05
How I'll Always Be,Tim McGraw,99,12,70,2016-11-05
Goosebumps,Travis Scott,100,34,32,2016-11-05
Closer,The Chainsmokers Featuring Halsey,1,52,1,2016-10-29
Starboy,The Weeknd Featuring Daft Punk,2,30,1,2016-10-29
Heathens,twenty one pilots,3,39,2,2016-10-29
Let Me Love You,DJ Snake Featuring Justin Bieber,4,33,4,2016-10-29
24K Magic,Bruno Mars,5,41,4,2016-10-29
Broccoli,D.R.A.M. Featuring Lil Yachty,6,37,5,2016-10-29
Cold Water,Major Lazer Featuring Justin Bieber & MO,7,27,2,2016-10-29
Treat You Better,Shawn Mendes,8,39,6,2016-10-29
Cheap Thrills,Sia Featuring Sean Paul,9,52,1,2016-10-29
Side To Side,Ariana Grande Featuring Nicki Minaj,10,28,4,2016-10-29
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,11,21,5,2016-10-29
